tipo,subtipo,razon_social,descripcion,path,precio_total
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,CARLOS A. GIROLA Y ASOCIADOS S.R.L.,"Servicio integral de producción, instalación y remoción de elementos de ""Look of the games""","CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_CARLOS A. GIROLA Y ASOCIADOS S.R.L._Servicio integral de producción, instalación y remoción de elementos de ""Look of the games""",29403267.86
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,OMNIGRAPHICS COMMERCIAL ARGENTINA S.A.,"Servicio integral de producción, instalación y remoción de elementos de ""Look of the games""","CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_OMNIGRAPHICS COMMERCIAL ARGENTINA S.A._Servicio integral de producción, instalación y remoción de elementos de ""Look of the games""",4660578.66
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,POLYGRAPH S.A.,"Servicio integral de producción, instalación y remoción de elementos de ""Look of the games""","CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_POLYGRAPH S.A._Servicio integral de producción, instalación y remoción de elementos de ""Look of the games""",10609310
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,PUBLICIDAD SARMIENTO SA,"Servicio integral de producción, instalación y remoción de elementos de ""Look of the games""","CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_PUBLICIDAD SARMIENTO SA_Servicio integral de producción, instalación y remoción de elementos de ""Look of the games""",29458190.87
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,Alta Tecnología Alimentaria S.A.,Servicio de Alimentación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_Alta Tecnología Alimentaria S.A._Servicio de Alimentación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,81999975.9
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,Andreani Logística S.A.,Servicios de Operación Logísitica para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_Andreani Logística S.A._Servicios de Operación Logísitica para los Juegos Olímpicos de la Juventud Buenos Aires 2018,100313996.3
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,ANAMILO S.R.L.,Alimentación en Sedes,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_ANAMILO S.R.L._Alimentación en Sedes,10013436
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,ARCOR SAIC,Alimentación en Sedes,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_ARCOR SAIC_Alimentación en Sedes,3081502
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,CATEYCO S.A.,Alimentación en Sedes,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_CATEYCO S.A._Alimentación en Sedes,22375948.94
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,KA ARGENTINA SA,Prov. De Indumentaria para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_KA ARGENTINA SA_Prov. De Indumentaria para los Juegos Olímpicos de la Juventud Buenos Aires 2018,42661130
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,YLUM S.A.,"Adquisición de artículos de luminaria, electricidad y ferretería para la UPEJOL","CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_YLUM S.A._Adquisición de artículos de luminaria, electricidad y ferretería para la UPEJOL",49300
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,JUAN MARCELO TORTORELLI,"Adquisición de artículos de luminaria, electricidad y ferretería para la UPEJOL","CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_JUAN MARCELO TORTORELLI_Adquisición de artículos de luminaria, electricidad y ferretería para la UPEJOL",4836
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,RODOLFO CRESPI E HIJOS SRL,Servicio de Provisión y Conservación de Hielo para los Juegos Olímpicos de la Juventud Buenos Aires,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_RODOLFO CRESPI E HIJOS SRL_Servicio de Provisión y Conservación de Hielo para los Juegos Olímpicos de la Juventud Buenos Aires,951397.7
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,MATRICE CONSULTING S.R.L.,"Servicio de Asistencia en el relevamiento, definición y documentación para la Gestión del Patrimonio","CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_MATRICE CONSULTING S.R.L._Servicio de Asistencia en el relevamiento, definición y documentación para la Gestión del Patrimonio",394000
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,LX ARGENTINA S.A.,Servicio Integral de Mantenimiento para la Zona Residencial de la Villa Olímpica de los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_LX ARGENTINA S.A._Servicio Integral de Mantenimiento para la Zona Residencial de la Villa Olímpica de los Juegos Olímpicos de la Juventud Buenos Aires 2018,23798000
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,LX ARGENTINA S.A.,Servicio Integral de Limpieza para los Parques Verde y Urbano de los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_LX ARGENTINA S.A._Servicio Integral de Limpieza para los Parques Verde y Urbano de los Juegos Olímpicos de la Juventud Buenos Aires 2018,7196972.21
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,IGNACIO BOTTESI Y LUIS VICTORIO BOTTESI SH,Adquisición e instalación de arcos inflables,CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_IGNACIO BOTTESI Y LUIS VICTORIO BOTTESI SH_Adquisición e instalación de arcos inflables,225635
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,SUPERACCION SRL,"Servicio de Producción Integral ""Senderos Pictogramas""","CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_SUPERACCION SRL_Servicio de Producción Integral ""Senderos Pictogramas""",340000
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,SOLUCIONES INFORMATICAS INTEGRALES S.A.,Servicio Integral de Impresión Administrado para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_SOLUCIONES INFORMATICAS INTEGRALES S.A._Servicio Integral de Impresión Administrado para los Juegos Olímpicos de la Juventud Buenos Aires 2018,2089181.56
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,HERNAN JAVIER FIORINI,Servicios de catering de alimentos y bebidas con destino a la UPEJOL,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_HERNAN JAVIER FIORINI_Servicios de catering de alimentos y bebidas con destino a la UPEJOL,691380.25
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,ARGENPROM S.R.L.,Adquisición de banderas Protocolares y Banderas de Ceremonia,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_ARGENPROM S.R.L._Adquisición de banderas Protocolares y Banderas de Ceremonia,5586132.98
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,MULTIRADIO S.A,Servicios de Comunicaciones Radio-eléctricas para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_MULTIRADIO S.A_Servicios de Comunicaciones Radio-eléctricas para los Juegos Olímpicos de la Juventud Buenos Aires 2018,11544380
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,FACUNDO ADRIAN ORTIZ GUERREIRO,Adquisición de Notebooks,CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_FACUNDO ADRIAN ORTIZ GUERREIRO_Adquisición de Notebooks,409500
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,Lavecchia Sonido S.R.L. U.T.,Contratación de un servicio de equipamiento audiovisual para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_Lavecchia Sonido S.R.L. U.T._Contratación de un servicio de equipamiento audiovisual para los Juegos Olímpicos de la Juventud Buenos Aires 2018,46259000
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,VIDITEC S.A.,Contratación de un servicio de equipamiento audiovisual para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_VIDITEC S.A._Contratación de un servicio de equipamiento audiovisual para los Juegos Olímpicos de la Juventud Buenos Aires 2018,18189040.18
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,TELEFONICA MOVILES ARGENTINA S.A.,Servicio de comunicaciones de telefonía celular con destino los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_TELEFONICA MOVILES ARGENTINA S.A._Servicio de comunicaciones de telefonía celular con destino los Juegos Olímpicos de la Juventud Buenos Aires 2018,5277894.19
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,UTN (Universidad Tecnológica Nacional),Servicio Integral de Implementación de la Norma ISO 20121 ,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_UTN (Universidad Tecnológica Nacional)_Servicio Integral de Implementación de la Norma ISO 20121 ,2718900
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,NEOSECURE SA,Servicios de Seguridad Informática para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_NEOSECURE SA_Servicios de Seguridad Informática para los Juegos Olímpicos de la Juventud Buenos Aires 2018,15201846
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,Coca Cola Femsa de Buenos Aires S.A.,"Servicio Integral de Hidratación con Instalación, Mantnimiento y Desinstalación para losJuegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_Coca Cola Femsa de Buenos Aires S.A._Servicio Integral de Hidratación con Instalación, Mantnimiento y Desinstalación para losJuegos Olímpicos de la Juventud Buenos Aires 2018",35700579.65
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,BBHO PRODUCCIONES SOCIEDAD DE RESPONSABILIDAD LIMITADA,Servicio de colocación de vinilos en ventanas de apartamentos de la Villa Olímpica.,CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_BBHO PRODUCCIONES SOCIEDAD DE RESPONSABILIDAD LIMITADA_Servicio de colocación de vinilos en ventanas de apartamentos de la Villa Olímpica.,815785.71
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,Lascan SRL,"Servicio de diseño, producción, montaje, mantenimiento y desarme de estructura de banderas","CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_Lascan SRL_Servicio de diseño, producción, montaje, mantenimiento y desarme de estructura de banderas",2347620
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,GRUPO MSA S.A.,Provisión de pulseras identificatorias para el ingreso de los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_GRUPO MSA S.A._Provisión de pulseras identificatorias para el ingreso de los Juegos Olímpicos de la Juventud Buenos Aires 2018,7491000
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,INTEGRISYS SA,Adquisición de identificadores de llaves para los residentes de la Villa Olímpica de los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_INTEGRISYS SA_Adquisición de identificadores de llaves para los residentes de la Villa Olímpica de los Juegos Olímpicos de la Juventud Buenos Aires 2018,69240.6
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,Estructuras y Servicios S.A. - Fast Engenharia e Montagens S.A. Sucursal Argentina Unión Transitoria,Servicio De Provisión Integral de los Equip. Temporarios para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_Estructuras y Servicios S.A. - Fast Engenharia e Montagens S.A. Sucursal Argentina Unión Transitoria_Servicio De Provisión Integral de los Equip. Temporarios para los Juegos Olímpicos de la Juventud Buenos Aires 2018,539168844.2
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,Sullair Argentina S.A.,Servicio De Provisión Integral de los Equip. Temporarios para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_Sullair Argentina S.A._Servicio De Provisión Integral de los Equip. Temporarios para los Juegos Olímpicos de la Juventud Buenos Aires 2018,53650000
CONVOCATORIA ABIERTA,CONTRATACIÓN MENOR,IVAN EZEQUIEL ARDIZON,"Servicio integral de alquiler, instalación y mantenimiento de contenedores refrigerados","CONVOCATORIA ABIERTA_CONTRATACIÓN MENOR_IVAN EZEQUIEL ARDIZON_Servicio integral de alquiler, instalación y mantenimiento de contenedores refrigerados",500000
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,SITEPRA S.A.,Servicio de Lavandería para el Residente de la Villa Olímpica de la Juventud,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_SITEPRA S.A._Servicio de Lavandería para el Residente de la Villa Olímpica de la Juventud,12793635
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,Prisma Constructora S.R.L.,Servicio de Obras Civiles de Tabiqueria e Instalación de Energía Eléctroca e Iluminación en la Villa Olímpica ,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_Prisma Constructora S.R.L._Servicio de Obras Civiles de Tabiqueria e Instalación de Energía Eléctroca e Iluminación en la Villa Olímpica ,28771425
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,GUMMA SRL,Provisión de dos superficies baloncesto 3X3 y servicio de insalación y mantenimiento para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_GUMMA SRL_Provisión de dos superficies baloncesto 3X3 y servicio de insalación y mantenimiento para los Juegos Olímpicos de la Juventud Buenos Aires 2018,822672.79
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,DEGLAP S.A.,Provisión de Equipamiento Deportivo Canotaje con Servicio de Asistencia Técnica y Mantenimiento para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_DEGLAP S.A._Provisión de Equipamiento Deportivo Canotaje con Servicio de Asistencia Técnica y Mantenimiento para los Juegos Olímpicos de la Juventud Buenos Aires 2018,2496328.93
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,DEGLAP S.A.,Provisión de Equipamiento Deportivo Aros Baloncesto 3x3 con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_DEGLAP S.A._Provisión de Equipamiento Deportivo Aros Baloncesto 3x3 con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,1549515.43
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,CENTORBI S.A.,Provisión de Equipamiento Deportivo Balones y Accesorios Voleibol Playa para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_CENTORBI S.A._Provisión de Equipamiento Deportivo Balones y Accesorios Voleibol Playa para los Juegos Olímpicos de la Juventud Buenos Aires 2018,570410.83
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,OSVALDO SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL,Provisión de Equipamiento Deportivo de Cancha Voleibol Playa para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_OSVALDO SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL_Provisión de Equipamiento Deportivo de Cancha Voleibol Playa para los Juegos Olímpicos de la Juventud Buenos Aires 2018,1971215.07
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,SUPERBRANDS SA,Provisión de Equipamiento Deportivo de Bádminton con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_SUPERBRANDS SA_Provisión de Equipamiento Deportivo de Bádminton con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,3666229.48
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,ALIDOT S. R. L.,Provisión de equipamiento deportivo de Pelotas de Baloncesto 3x3 para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_ALIDOT S. R. L._Provisión de equipamiento deportivo de Pelotas de Baloncesto 3x3 para los Juegos Olímpicos de la Juventud Buenos Aires 2018,83626.83
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,ESAT SA,Provisión de Equipamiento Deportivo de Pelotas de Tenis para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_ESAT SA_Provisión de Equipamiento Deportivo de Pelotas de Tenis para los Juegos Olímpicos de la Juventud Buenos Aires 2018,157047.6
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,KA ARGENTINA SA,"Provisión de Equipamiento Deportivo Pentatlón M. Blancos con Servicio de Instalación, Mantenimieto y Desinstalación Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_KA ARGENTINA SA_Provisión de Equipamiento Deportivo Pentatlón M. Blancos con Servicio de Instalación, Mantenimieto y Desinstalación Juegos Olímpicos de la Juventud Buenos Aires 2018",3674381.47
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,KA ARGENTINA SA,Provisión de Equipamiento Deportivo Pentatlón Moderno (Pistolas Láser) para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_KA ARGENTINA SA_Provisión de Equipamiento Deportivo Pentatlón Moderno (Pistolas Láser) para los Juegos Olímpicos de la Juventud Buenos Aires 2018,760042.75
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,KA ARGENTINA SA,Provisión de Equipamiento Deportivo Esgrima y P. Moderno con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_KA ARGENTINA SA_Provisión de Equipamiento Deportivo Esgrima y P. Moderno con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,2356829.58
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,RESINSA SA,Provisión de Equipamiento Deportivo de Hockey con Servicio de Instalación Mantenimiento y Desinstalación  para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_RESINSA SA_Provisión de Equipamiento Deportivo de Hockey con Servicio de Instalación Mantenimiento y Desinstalación  para los Juegos Olímpicos de la Juventud Buenos Aires 2018,3400802.34
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,IMAGEN Y TECNOLOGIA DEL SUR S.A.,Provisión de Equipamiento Deportivo Remo con Servicio de Mantenimiento y Reparación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_IMAGEN Y TECNOLOGIA DEL SUR S.A._Provisión de Equipamiento Deportivo Remo con Servicio de Mantenimiento y Reparación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,10912109
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,COMMERCIAL CARPETS S.A.,Provisión de Equipamiento Deportivo de Tenis de Mesa (separadores) para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_COMMERCIAL CARPETS S.A._Provisión de Equipamiento Deportivo de Tenis de Mesa (separadores) para los Juegos Olímpicos de la Juventud Buenos Aires 2018,269358.75
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,DEGLAP S.A.,"Prov. de Equipamiento Deportivo B, T, J, L y K con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_DEGLAP S.A._Prov. de Equipamiento Deportivo B, T, J, L y K con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018",14048174.85
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,HARD CRAFT S.A,Provisión de Equipamiento Deportivo de Lanchas/Gomones para la Competencia de Vela de los  Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_HARD CRAFT S.A_Provisión de Equipamiento Deportivo de Lanchas/Gomones para la Competencia de Vela de los  Juegos Olímpicos de la Juventud Buenos Aires 2018,4581977.76
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,MELENZANE SA,Prov. de Equipamiento Deportivo de Lanchas/Gomones para la Competencia de Vela de los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_MELENZANE SA_Prov. de Equipamiento Deportivo de Lanchas/Gomones para la Competencia de Vela de los Juegos Olímpicos de la Juventud Buenos Aires 2018,2912004
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,IMAGEN Y TECNOLOGIA DEL SUR S.A.,Provisión de dos superficies de juego de Futsal con Servicio de Instalación y Mantenimiento para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_IMAGEN Y TECNOLOGIA DEL SUR S.A._Provisión de dos superficies de juego de Futsal con Servicio de Instalación y Mantenimiento para los Juegos Olímpicos de la Juventud Buenos Aires 2018,6142967.52
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,LEONARDO SAMUEL CIRO,Provisión de Equipamiento Deportivo de Boyas para la Competencia de Vela y Triatlón de los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_LEONARDO SAMUEL CIRO_Provisión de Equipamiento Deportivo de Boyas para la Competencia de Vela y Triatlón de los Juegos Olímpicos de la Juventud Buenos Aires 2018,326600
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,UNISER S.A.,Provsión de Equipamiento Deportivo de Boyas para la Competencia de Vela y Triatlón de los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_UNISER S.A._Provsión de Equipamiento Deportivo de Boyas para la Competencia de Vela y Triatlón de los Juegos Olímpicos de la Juventud Buenos Aires 2018,343348
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,ALIDOT S. R. L.,Provisión de Equipamiento Deportivo de Rugby Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_ALIDOT S. R. L._Provisión de Equipamiento Deportivo de Rugby Juegos Olímpicos de la Juventud Buenos Aires 2018,379746
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,CARBIT S.A.,Provisión de Equipamiento Deportivo de Levantamiento de Pesas con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_CARBIT S.A._Provisión de Equipamiento Deportivo de Levantamiento de Pesas con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,8973475
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,CARLOS FILIPPA,"Provisión de Equipamiento Deportivo de Taekwondo, Judo y Karate para los Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_CARLOS FILIPPA_Provisión de Equipamiento Deportivo de Taekwondo, Judo y Karate para los Juegos Olímpicos de la Juventud Buenos Aires 2018",245747.75
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,IPORA GUAZU S.A.,Provisión de Equipamiento Deportivo de Canotaje Remo y Triatlón (Pontones) con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_IPORA GUAZU S.A._Provisión de Equipamiento Deportivo de Canotaje Remo y Triatlón (Pontones) con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,6950114.15
CONVOCATORIA DIRECTA,CONTRATACIÓN DIRECTA,COMMERCIAL CARPETS S.A.,Provisión de Equipamiento Deportivo de Tiro con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,CONVOCATORIA DIRECTA_CONTRATACIÓN DIRECTA_COMMERCIAL CARPETS S.A._Provisión de Equipamiento Deportivo de Tiro con Servicio de Instalación Mantenimiento y Desinstalación para los Juegos Olímpicos de la Juventud Buenos Aires 2018,10322044.52
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,PEPAN S.A.,"Provisión de Alfombras, Piso Flotante y Cortinas/Polleras con Servicio de Instalación y Mantenimieno para los Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_PEPAN S.A._Provisión de Alfombras, Piso Flotante y Cortinas/Polleras con Servicio de Instalación y Mantenimieno para los Juegos Olímpicos de la Juventud Buenos Aires 2018",1084915.9
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,"SALOMON CHAMMA, MAURICIO CHAMMA, MARCOS E. CHAMMA S-H","Provisión de Alfombras, Piso Flotante y Cortinas/Polleras con Servicio de Instalación y Mantenimiento para los Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_SALOMON CHAMMA, MAURICIO CHAMMA, MARCOS E. CHAMMA S-H_Provisión de Alfombras, Piso Flotante y Cortinas/Polleras con Servicio de Instalación y Mantenimiento para los Juegos Olímpicos de la Juventud Buenos Aires 2018",618744
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,FULLEXPRESS FACTORY SRL,"Provisión de Alfombras, Piso Flotante y Cortinas/Polleras con Servicio de Instalación y Mantenimiento para los Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_FULLEXPRESS FACTORY SRL_Provisión de Alfombras, Piso Flotante y Cortinas/Polleras con Servicio de Instalación y Mantenimiento para los Juegos Olímpicos de la Juventud Buenos Aires 2018",76680
CONVOCATORIA ABIERTA,LICITACIÓN PÚBLICA,VIEL357SRL,"Provisión de Alfombras, Piso Flotante y Cortinas/Polleras con Servicio de Instalación y Mantenimiento para los Juegos Olímpicos de la Juventud Buenos Aires 2018","CONVOCATORIA ABIERTA_LICITACIÓN PÚBLICA_VIEL357SRL_Provisión de Alfombras, Piso Flotante y Cortinas/Polleras con Servicio de Instalación y Mantenimiento para los Juegos Olímpicos de la Juventud Buenos Aires 2018",2643851
